# w      Rpp                     Rps                     Rsp                     Rss
07.70    4.40991603909831e+04    1.85886971313938e-01    1.70656340076518e-01    2.18702588099848e-02
07.71    4.42107046928700e+04    2.07196032568847e-01    1.67552246285989e-01    2.44479574904179e-02
07.72    4.43093650274069e+04    2.29539362676101e-01    1.65842913879254e-01    2.71586360298908e-02
07.73    4.43956370322046e+04    2.53447546020858e-01    1.65451156819443e-01    3.00641298229539e-02
07.74    4.44707572627386e+04    2.79273318606687e-01    1.66246277434069e-01    3.32057112335170e-02
07.75    4.45373511288993e+04    3.07017604029088e-01    1.68033976806911e-01    3.65826947569552e-02
07.76    4.45960113145349e+04    3.36221383184407e-01    1.70632913046903e-01    4.01394624757896e-02
07.77    4.46502741373865e+04    3.65900868892532e-01    1.73840519178414e-01    4.37571305891412e-02
07.78    4.47023686159237e+04    3.94596472629735e-01    1.77506449381238e-01    4.72594863017481e-02
07.79    4.47556252588161e+04    4.20472844155567e-01    1.81537253659750e-01    5.04243320759085e-02
07.80    4.48119552901424e+04    4.41549008264471e-01    1.85870907592791e-01    5.30118405154766e-02
07.81    4.48742502667415e+04    4.55950462840970e-01    1.90526603116207e-01    5.47946931677666e-02
07.82    4.49448654054191e+04    4.62211408696258e-01    1.95552374786891e-01    5.55947238388147e-02
07.83    4.50270817817353e+04    4.59527246926663e-01    2.01028509783774e-01    5.53137165622053e-02
07.84    4.51228917627767e+04    4.47922328579611e-01    2.07035135993335e-01    5.39534015176614e-02
07.85    4.52346618999591e+04    4.28273165462278e-01    2.13628245411074e-01    5.16185591254068e-02
07.86    4.53641169051307e+04    4.02232291130633e-01    2.20842093464319e-01    4.85081057564953e-02
07.87    4.55128738161145e+04    3.71985812318589e-01    2.28647973509748e-01    4.48854673804217e-02
07.88    4.56826936456132e+04    3.39994985935517e-01    2.36998460112289e-01    4.10478111839049e-02
07.89    4.58745180112290e+04    3.08703023441955e-01    2.45831581985141e-01    3.72904524447802e-02
07.90    4.60885814501329e+04    2.80288394254142e-01    2.54996881714548e-01    3.38770496717160e-02
07.91    4.63249953838424e+04    2.56506252133132e-01    2.64427084126618e-01    3.10207271658570e-02
07.92    4.65826020722008e+04    2.38550710984877e-01    2.73992714115154e-01    2.88669295253061e-02
07.93    4.68605074023891e+04    2.27041485083966e-01    2.83597521958634e-01    2.74920780810271e-02
07.94    4.71571804977050e+04    2.22017187306843e-01    2.93165320011655e-01    2.69024313266354e-02
07.95    4.74707508080231e+04    2.22973329038518e-01    3.02627713062169e-01    2.70385744257804e-02
07.96    4.77995103159562e+04    2.28943653368941e-01    3.11941226270436e-01    2.77851675734764e-02
07.97    4.81418031750451e+04    2.38588506489513e-01    3.21052491349863e-01    2.89814484719065e-02
07.98    4.84954646251191e+04    2.50315178661847e-01    3.29844896000910e-01    3.04352963607930e-02
07.99    4.88584446901518e+04    2.62414765677527e-01    3.38239525993587e-01    3.19401511287395e-02
08.00    4.92307747305465e+04    2.73198619918343e-01    3.46150555640457e-01    3.32908545609238e-02
08.01    4.96112108225939e+04    2.81132743606155e-01    3.53415737766975e-01    3.43001470455176e-02
08.02    4.99982880229008e+04    2.84939534785875e-01    3.59956017196763e-01    3.48109932537375e-02
08.03    5.03931596305367e+04    2.83704890377522e-01    3.65673677073982e-01    3.47096135830994e-02
08.04    5.07931481833638e+04    2.76911340024950e-01    3.70514265280761e-01    3.39296927618898e-02
08.05    5.11992734153083e+04    2.64496720055664e-01    3.74513161577889e-01    3.24602588811989e-02
08.06    5.16109174132335e+04    2.46802390191158e-01    3.77788591002450e-01    3.03393014921367e-02
08.07    5.20260989611153e+04    2.24568869662751e-01    3.80499400445750e-01    2.76539335220527e-02
08.08    5.24446794644658e+04    1.98829453858290e-01    3.82877630801835e-01    2.45280856517613e-02
08.09    5.28647668523909e+04    1.70839113816407e-01    3.85227608646236e-01    2.11137643232536e-02
08.10    5.32842176848065e+04    1.41959830839153e-01    3.87864437517744e-01    1.75773873832127e-02
08.11    5.37013136469081e+04    1.13551988830438e-01    3.91068044532634e-01    1.40866067357155e-02
08.12    5.41133426683497e+04    8.68973389143177e-02    3.95093746529936e-01    1.08006346236386e-02
08.13    5.45186813045305e+04    6.31015750414637e-02    4.00105782376456e-01    7.85812375164260e-03
08.14    5.49157370305693e+04    4.30926127588415e-02    4.06174476445966e-01    5.37675659685024e-03
08.15    5.53024887435811e+04    2.75291867688830e-02    4.13283605657134e-01    3.44151839315216e-03
08.16    5.56786598229697e+04    1.68263631723169e-02    4.21304207382855e-01    2.10758089208122e-03
08.17    5.60437156303088e+04    1.11366261961509e-02    4.30037185956870e-01    1.39759915414694e-03
08.18    5.63978644248746e+04    1.03307324561500e-02    4.39214040551362e-01    1.29894142504789e-03
08.19    5.67430161400250e+04    1.40235136857042e-02    4.48543464749127e-01    1.76660642419427e-03
08.20    5.70799520356681e+04    2.15884331148341e-02    4.57717669780786e-01    2.72471682075820e-03
08.21    5.74112235628246e+04    3.22062198869326e-02    4.66444679978931e-01    4.07239813119696e-03
08.22    5.77390801833242e+04    4.49206223113242e-02    4.74451995836078e-01    5.69060283672046e-03
08.23    5.80657383488414e+04    5.87207337003736e-02    4.81512211797095e-01    7.45246030690945e-03
08.24    5.83929537679866e+04    7.26234394344345e-02    4.87437223332714e-01    9.23365980070350e-03
08.25    5.87221998651762e+04    8.57451044162352e-02    4.92085273672442e-01    1.09216783984212e-02
08.26    5.90538769576819e+04    9.73745472276341e-02    4.95364094158394e-01    1.24251949018267e-02
08.27    5.93883951673818e+04    1.07006968025904e-01    4.97228860800243e-01    1.36786370213956e-02
08.28    5.97245263490108e+04    1.14349372818402e-01    4.97695683058147e-01    1.46431911169868e-02
08.29    6.00601342136698e+04    1.19323591728455e-01    4.96841730917387e-01    1.53072642139543e-02
08.30    6.03936090046910e+04    1.22016725942458e-01    4.94802653435665e-01    1.56805103604014e-02
08.31    6.07219908055890e+04    1.22635499744922e-01    4.91772313337251e-01    1.57880047318745e-02
08.32    6.10415485305609e+04    1.21450240311165e-01    4.87993708684585e-01    1.56632371164623e-02
08.33    6.13491942512228e+04    1.18743279174101e-01    4.83753861588335e-01    1.53414419949603e-02
08.34    6.16420031212845e+04    1.14766120892345e-01    4.79362783390041e-01    1.48541568596374e-02
08.35    6.19157456221091e+04    1.09720586781899e-01    4.75118679345690e-01    1.42266101073453e-02
08.36    6.21682692980634e+04    1.03757322522703e-01    4.71304205937907e-01    1.34776244009518e-02
08.37    6.23969847034360e+04    9.69923753923596e-02    4.68138489546039e-01    1.26215684892864e-02
08.38    6.25989371036823e+04    8.95460547900931e-02    4.65782940661239e-01    1.16734789111671e-02
08.39    6.27726727957063e+04    8.15817765534512e-02    4.64307293613652e-01    1.06542067889552e-02
08.40    6.29176498190548e+04    7.33453901522085e-02    4.63711838016089e-01    9.59540641979588e-03
08.41    6.30329581137719e+04    6.52006889277883e-02    4.63926209673196e-01    8.54459445756218e-03
08.42    6.31178420550140e+04    5.76208783582943e-02    4.64811942638093e-01    7.56390496914557e-03
08.43    6.31756144787943e+04    5.11844447948141e-02    4.66236357042447e-01    6.72983967940240e-03
08.44    6.32077311258877e+04    4.65237040860264e-02    4.68041142275261e-01    6.12640608214979e-03
08.45    6.32189808205930e+04    4.42737323917266e-02    4.70103501049212e-01    5.83850287781022e-03
08.46    6.32135800477569e+04    4.50059460963800e-02    4.72349589095681e-01    5.94292629523025e-03
08.47    6.31974083281741e+04    4.91631814885169e-02    4.74763587322898e-01    6.49965953045104e-03
08.48    6.31784957576834e+04    5.70080932377759e-02    4.77384534661837e-01    7.54482545657597e-03
08.49    6.31657121867161e+04    6.85758400143625e-02    4.80315294684012e-01    9.08413574469912e-03
08.50    6.31653692802189e+04    8.36444606226420e-02    4.83676177148267e-01    1.10888814336771e-02
08.51    6.31869727645942e+04    1.01724068299904e-01    4.87609961006067e-01    1.34943536229323e-02
08.52    6.32376516087812e+04    1.22059407700596e-01    4.92250606677012e-01    1.62002839617877e-02
08.53    6.33254596836868e+04    1.43670672932374e-01    4.97685890928447e-01    1.90764251054628e-02
08.54    6.34561469854647e+04    1.65421077070191e-01    5.03961178560685e-01    2.19715526077402e-02
08.55    6.36332863892515e+04    1.86099990108631e-01    5.11047550725211e-01    2.47248416226956e-02
08.56    6.38614852497854e+04    2.04535866465550e-01    5.18870939644585e-01    2.71810691904855e-02
08.57    6.41408665129398e+04    2.19711003422731e-01    5.27274961310159e-01    2.92053934289841e-02
08.58    6.44721636872861e+04    2.30857146585998e-01    5.36067675189055e-01    3.06966257394086e-02
08.59    6.48530253962223e+04    2.37519503326834e-01    5.45008751693024e-01    3.15949190638164e-02
08.60    6.52791072457632e+04    2.39583748281585e-01    5.53867619971784e-01    3.18854388801668e-02
08.61    6.57473953805588e+04    2.37263537823018e-01    5.62396777099285e-01    3.15967453716982e-02
08.62    6.62506535534123e+04    2.31038445426617e-01    5.70372710069471e-01    3.07917550998158e-02
08.63    6.67848805050803e+04    2.21589119320411e-01    5.77621464420334e-01    2.95602096563925e-02
08.64    6.73417031758202e+04    2.09706239251790e-01    5.83975267502786e-01    2.80059352516497e-02
08.65    6.79159336996801e+04    1.96219575305111e-01    5.89346632860774e-01    2.62380201215503e-02
08.66    6.84992053879837e+04    1.81928227404693e-01    5.93666229761860e-01    2.43615318790170e-02
08.67    6.90866923742591e+04    1.67569661333135e-01    5.96920036454089e-01    2.24738644530400e-02
08.68    6.96729498894638e+04    1.53767567720097e-01    5.99131318478848e-01    2.06575794922116e-02
08.69    7.02523673337182e+04    1.41048019678688e-01    6.00357319984651e-01    1.89829248011609e-02
08.70    7.08204252152064e+04    1.29805171853966e-01    6.00672523882743e-01    1.75028442950577e-02
08.71    7.13761721628198e+04    1.20334827629160e-01    6.00210658046777e-01    1.62577803787312e-02
08.72    7.19162397251330e+04    1.12819475872874e-01    5.99099043143231e-01    1.52733568059558e-02
08.73    7.24377840350110e+04    1.07338637812981e-01    5.97496528239037e-01    1.45615532205860e-02
08.74    7.29434427487867e+04    1.03887652074902e-01    5.95569750968725e-01    1.41232209816894e-02
08.75    7.34315539338714e+04    1.02380937392616e-01    5.93501511737030e-01    1.39482699311732e-02
08.76    7.39031575368876e+04    1.02664860063498e-01    5.91444639996161e-01    1.40172827231508e-02
08.77    7.43604138964277e+04    1.04539374360136e-01    5.89582597487163e-01    1.43044481603968e-02
08.78    7.48034194000151e+04    1.07768398595883e-01    5.88038914651300e-01    1.47787989262797e-02
08.79    7.52346970779198e+04    1.12111894915516e-01    5.86935761608194e-01    1.54085278404705e-02
08.80    7.56564369819036e+04    1.17335301467433e-01    5.86355815047880e-01    1.61623290960860e-02
08.81    7.60714097912419e+04    1.23237077737854e-01    5.86343456604914e-01    1.70132705695614e-02
08.82    7.64808455669999e+04    1.29662243186023e-01    5.86895457767749e-01    1.79404623957766e-02
08.83    7.68867393783589e+04    1.36504530556862e-01    5.87986481054595e-01    1.89297093159971e-02
08.84    7.72923199580361e+04    1.43717485221927e-01    5.89536340326094e-01    1.99748465152046e-02
08.85    7.76976173896180e+04    1.51296210689804e-01    5.91448130671542e-01    2.10755201767368e-02
08.86    7.81061641132067e+04    1.59283650547383e-01    5.93602749749603e-01    2.22381262896550e-02
08.87    7.85184349781206e+04    1.67733564231867e-01    5.95871668060890e-01    2.34706213910547e-02
08.88    7.89358525612544e+04    1.76719098219542e-01    5.98127031011850e-01    2.47835552168673e-02
08.89    7.93594589691420e+04    1.86301259079676e-01    6.00273788983272e-01    2.61861631545347e-02
08.90    7.97893375667291e+04    1.96531327171925e-01    6.02218167695726e-01    2.76863780320641e-02
08.91    8.02228236155033e+04    2.07441168768525e-01    6.03923940675441e-01    2.92892350984114e-02
08.92    8.06618015051362e+04    2.19035068273889e-01    6.05392675073869e-01    3.09961516855496e-02
08.93    8.11020356036460e+04    2.31292230930099e-01    6.06680355548701e-01    3.28047871938860e-02
08.94    8.15446476407075e+04    2.44156048272026e-01    6.07918627226235e-01    3.47081221912448e-02
08.95    8.19886854334487e+04    2.57529583573840e-01    6.09259970504070e-01    3.66925996672513e-02
08.96    8.24315241941980e+04    2.71267591467847e-01    6.10908766050719e-01    3.87380572364826e-02
08.97    8.28736665393923e+04    2.85160095782927e-01    6.13090279686815e-01    4.08146400260350e-02
08.98    8.33141703593547e+04    2.98930618509343e-01    6.16043674669218e-01    4.28828462056734e-02
08.99    8.37550923737034e+04    3.12239868151861e-01    6.19971266538625e-01    4.48930387138485e-02
09.00    8.41967624370703e+04    3.24685905475488e-01    6.25059120474280e-01    4.67868963089200e-02
09.01    8.46380330261082e+04    3.35829696464189e-01    6.31394634967785e-01    4.84995119448495e-02
09.02    8.50828009254761e+04    3.45227430964642e-01    6.39024509200863e-01    4.99650598266864e-02
09.03    8.55321243511082e+04    3.52467288757799e-01    6.47891172493617e-01    5.11221075643405e-02
09.04    8.59897836211424e+04    3.57214522241090e-01    6.57886198042992e-01    5.19193539072338e-02
09.05    8.64554530559852e+04    3.59252132872114e-01    6.68814513128034e-01    5.23228221166341e-02
09.06    8.69312464604420e+04    3.58479169498733e-01    6.80432791859212e-01    5.23157078895718e-02
09.07    8.74220478326686e+04    3.54968961762769e-01    6.92519022411548e-01    5.19061813997469e-02
09.08    8.79282360680156e+04    3.48915564984360e-01    7.04806926770660e-01    5.11205008562061e-02
09.09    8.84524935938005e+04    3.40609363143310e-01    7.17097659255288e-01    4.99998831835332e-02
09.10    8.89969766689567e+04    3.30428327141640e-01    7.29229728259962e-01    4.85983821092154e-02
09.11    8.95634994901882e+04    3.18769077689572e-01    7.41057636347830e-01    4.69732594927862e-02
09.12    9.01506570207485e+04    3.06024542873026e-01    7.52541987504401e-01    4.51821277980259e-02
09.13    9.07595836556694e+04    2.92517932467022e-01    7.63624349711914e-01    4.32717222319770e-02
09.14    9.13890074953587e+04    2.78515129182061e-01    7.74310375271529e-01    4.12815467772911e-02
09.15    9.20343949300134e+04    2.64210474160670e-01    7.84607860105570e-01    3.92396770693078e-02
09.16    9.26951297866367e+04    2.49705156317222e-01    7.94525320665236e-01    3.71612399220667e-02
09.17    9.33643115220336e+04    2.35090553163436e-01    8.04061030315697e-01    3.50593151332113e-02
09.18    9.40383654769507e+04    2.20353423672815e-01    8.13200924305205e-01    3.29315296092663e-02
09.19    9.47089733255464e+04    2.05560650983246e-01    8.21899245446671e-01    3.07874741485081e-02
09.20    9.53724763193501e+04    1.90761824264865e-01    8.30105706830599e-01    2.86339205044208e-02
