# w(eV)  Rpp                     Rps                     Rsp                     Rss
15.32    1.82739526425736e+33    8.89926693301871e+26    1.81762094809408e+28    2.16536154681726e+26
15.33    1.82912832067561e+33    8.89378301233287e+26    1.81904882713835e+28    2.16586780646154e+26
15.34    1.83083575650556e+33    8.88798337157713e+26    1.82047615523891e+28    2.16626274352061e+26
15.35    1.83251658071631e+33    8.88191706098600e+26    1.82179553708392e+28    2.16655524696543e+26
15.36    1.83420070191022e+33    8.87867663947715e+26    1.82309838361646e+28    2.16751181150583e+26
15.37    1.83589345529120e+33    8.87536211425623e+26    1.82450206918072e+28    2.16842270232439e+26
15.38    1.83755984203258e+33    8.87789654648305e+26    1.82592268137018e+28    2.17071953019953e+26
15.39    1.83925496663939e+33    8.88052771391317e+26    1.82742272291839e+28    2.17302712491513e+26
15.40    1.84096759676911e+33    8.88927086566197e+26    1.82911916706710e+28    2.17681660844693e+26
15.41    1.84273191731162e+33    8.90126245038561e+26    1.83098590006637e+28    2.18140515503903e+26
15.42    1.84451058840463e+33    8.91647430425421e+26    1.83310650612128e+28    2.18677285817877e+26
15.43    1.84633773568513e+33    8.93806041885568e+26    1.83536586361349e+28    2.19372981282435e+26
15.44    1.84821242424304e+33    8.96305011793543e+26    1.83793204269854e+28    2.20155295697128e+26
15.45    1.85013928134388e+33    8.99150985734799e+26    1.84071415613181e+28    2.21028151997553e+26
15.46    1.85208300472398e+33    9.02609536297829e+26    1.84361636470071e+28    2.22056119137251e+26
15.47    1.85405090863190e+33    9.06687110577884e+26    1.84671500251114e+28    2.23243583319536e+26
15.48    1.85604327297929e+33    9.10746282836502e+26    1.85002625170540e+28    2.24436541320259e+26
15.49    1.85800536585698e+33    9.15383893791600e+26    1.85332960585356e+28    2.25781790945018e+26
15.50    1.85995929518933e+33    9.20234869178480e+26    1.85675825690514e+28    2.27192282661552e+26
15.51    1.86181499696037e+33    9.25492234872446e+26    1.86017344528597e+28    2.28714064806657e+26
15.52    1.86354543671299e+33    9.30771828206955e+26    1.86347175382483e+28    2.30251822884878e+26
15.53    1.86512688133166e+33    9.36033170949676e+26    1.86663825711148e+28    2.31796637089058e+26
15.54    1.86652956814378e+33    9.41136097666854e+26    1.86963030808550e+28    2.33312958825804e+26
15.55    1.86770282258873e+33    9.46345401553994e+26    1.87250059222086e+28    2.34863333028163e+26
15.56    1.86860073968855e+33    9.50888063194100e+26    1.87500668348575e+28    2.36252540133179e+26
15.57    1.86919676605106e+33    9.55698342235926e+26    1.87721149510887e+28    2.37708437558567e+26
15.58    1.86953773577573e+33    9.59743789124162e+26    1.87909888503522e+28    2.38974912175118e+26
15.59    1.86956439984767e+33    9.63572329383788e+26    1.88055894985541e+28    2.40179793833175e+26
15.60    1.86932147832788e+33    9.66850744692780e+26    1.88182481068681e+28    2.41239773788110e+26
15.61    1.86884725933412e+33    9.69551975431355e+26    1.88271329174122e+28    2.42143838347443e+26
15.62    1.86813530158429e+33    9.71961497829709e+26    1.88324671188696e+28    2.42957481569397e+26
15.63    1.86723745147725e+33    9.73810724616654e+26    1.88354456400588e+28    2.43612963566195e+26
15.64    1.86623752850551e+33    9.75086354275024e+26    1.88360461418638e+28    2.44106412691670e+26
15.65    1.86516397019581e+33    9.75831842575032e+26    1.88345224931693e+28    2.44446551035474e+26
15.66    1.86407300243759e+33    9.76451261473930e+26    1.88319987240313e+28    2.44734698513551e+26
15.67    1.86300091201173e+33    9.76629302821574e+26    1.88280463404146e+28    2.44890463289434e+26
15.68    1.86202447565020e+33    9.76426804758279e+26    1.88237600729694e+28    2.44933234149839e+26
15.69    1.86115921131472e+33    9.76261655961031e+26    1.88195314727923e+28    2.44965280639940e+26
15.70    1.86044705748810e+33    9.75794146340890e+26    1.88148327503300e+28    2.44904503548012e+26
15.71    1.85994535638166e+33    9.75140440419605e+26    1.88109897102596e+28    2.44782968810354e+26
15.72    1.85967115214512e+33    9.74299370932923e+26    1.88073917892228e+28    2.44600353857252e+26
15.73    1.85964096455948e+33    9.73605151010424e+26    1.88050063898667e+28    2.44442038194582e+26
15.74    1.85992552291362e+33    9.72785904857183e+26    1.88041578881968e+28    2.44245171307755e+26
15.75    1.86050190108042e+33    9.71831230096361e+26    1.88045003112379e+28    2.44005533740906e+26
15.76    1.86141039484615e+33    9.71078944753827e+26    1.88066406545850e+28    2.43811638779184e+26
15.77    1.86266777461515e+33    9.69917942623439e+26    1.88111237303061e+28    2.43514164937404e+26
15.78    1.86427293038831e+33    9.69027521665055e+26    1.88172720667565e+28    2.43284058288499e+26
15.79    1.86623701789873e+33    9.68411760314842e+26    1.88267837585632e+28    2.43126967998824e+26
15.80    1.86855514746653e+33    9.67412557812896e+26    1.88391878966363e+28    2.42880606842780e+26
15.81    1.87119250736282e+33    9.66705096735453e+26    1.88549352763281e+28    2.42715626168586e+26
15.82    1.87414965609792e+33    9.65994583042018e+26    1.88738082111025e+28    2.42563186904343e+26
15.83    1.87738503963646e+33    9.65297215962081e+26    1.88967922364831e+28    2.42429162790822e+26
15.84    1.88085774369701e+33    9.64859790018700e+26    1.89236394315529e+28    2.42377374636994e+26
15.85    1.88451348846299e+33    9.64430333106361e+26    1.89531758370944e+28    2.42344504499180e+26
15.86    1.88832214714537e+33    9.63934744483084e+26    1.89861093445593e+28    2.42315493123495e+26
15.87    1.89223550593401e+33    9.63383000418584e+26    1.90225209729914e+28    2.42292820032829e+26
15.88    1.89618405038382e+33    9.63047585314904e+26    1.90609921617580e+28    2.42342691658773e+26
15.89    1.90013872934737e+33    9.62685422814143e+26    1.91019826132068e+28    2.42405383104239e+26
15.90    1.90404673394484e+33    9.62242517054066e+26    1.91441390931495e+28    2.42464413813795e+26
15.91    1.90788165293422e+33    9.61739439826136e+26    1.91870691414809e+28    2.42523753167436e+26
15.92    1.91158703637039e+33    9.61227179174595e+26    1.92307577586896e+28    2.42592803090764e+26
15.93    1.91520307300485e+33    9.60781193844092e+26    1.92742687061633e+28    2.42692390071956e+26
15.94    1.91863641088884e+33    9.60343330857506e+26    1.93163437317004e+28    2.42800333932279e+26
15.95    1.92192544191161e+33    9.59995313874194e+26    1.93586934367005e+28    2.42938518992120e+26
15.96    1.92503998624532e+33    9.59763415711290e+26    1.93994467930604e+28    2.43109509401066e+26
15.97    1.92796600931149e+33    9.59619436103824e+26    1.94377736742179e+28    2.43303324848917e+26
15.98    1.93076186670297e+33    9.59647472407194e+26    1.94747552656187e+28    2.43542428849167e+26
15.99    1.93340116589509e+33    9.59851019081886e+26    1.95101832682524e+28    2.43825117582182e+26
16.00    1.93590750020175e+33    9.60173118188949e+26    1.95435210632503e+28    2.44136133340608e+26
16.01    1.93830013520116e+33    9.60758848152887e+26    1.95762084673682e+28    2.44511571404969e+26
16.02    1.94056441566428e+33    9.61404921583467e+26    1.96066666713965e+28    2.44897399475796e+26
16.03    1.94273187282281e+33    9.62295192744888e+26    1.96346506641287e+28    2.45341668207148e+26
16.04    1.94484349989582e+33    9.63305617443003e+26    1.96625280729587e+28    2.45814374057500e+26
16.05    1.94688494534189e+33    9.64501829571298e+26    1.96893627227142e+28    2.46330015676239e+26
16.06    1.94885958407890e+33    9.65852879229702e+26    1.97151820662162e+28    2.46880528178333e+26
16.07    1.95081271291338e+33    9.67341324960430e+26    1.97406723850481e+28    2.47465138734687e+26
16.08    1.95270175438362e+33    9.68990647525291e+26    1.97658791985408e+28    2.48085814898954e+26
16.09    1.95457021497419e+33    9.70810449781788e+26    1.97904821033331e+28    2.48746831329717e+26
16.10    1.95640980132856e+33    9.72770494388557e+26    1.98145276745190e+28    2.49440145526364e+26
16.11    1.95822933765164e+33    9.74907351358742e+26    1.98393863518563e+28    2.50175058007533e+26
16.12    1.96003555277497e+33    9.77156959236070e+26    1.98637705972386e+28    2.50934698851892e+26
16.13    1.96186747515644e+33    9.79601033117150e+26    1.98894510328578e+28    2.51741521704096e+26
16.14    1.96371051162766e+33    9.82131814131425e+26    1.99147758136020e+28    2.52565592629056e+26
16.15    1.96559141486279e+33    9.84796202558692e+26    1.99415246311297e+28    2.53420414327344e+26
16.16    1.96755370220950e+33    9.87640598031109e+26    1.99687262646757e+28    2.54319532009118e+26
16.17    1.96957765848560e+33    9.90521060653469e+26    1.99974677472927e+28    2.55223592394017e+26
16.18    1.97171370639448e+33    9.93557455304440e+26    2.00263586264427e+28    2.56167488096394e+26
16.19    1.97395718785532e+33    9.96681164400054e+26    2.00581889371555e+28    2.57133448383659e+26
16.20    1.97631198824555e+33    9.99888471186273e+26    2.00887389060278e+28    2.58121014344112e+26
16.21    1.97880636583498e+33    1.00315660998968e+27    2.01221279055030e+28    2.59128672712742e+26
16.22    1.98142959434124e+33    1.00655308159473e+27    2.01555112068052e+28    2.60174433039796e+26
16.23    1.98414693804277e+33    1.00999313211519e+27    2.01898361912794e+28    2.61235218502319e+26
16.24    1.98696694548372e+33    1.01347733651295e+27    2.02246359814963e+28    2.62314123053442e+26
16.25    1.98985386999594e+33    1.01699949773852e+27    2.02605155700185e+28    2.63410393552777e+26
16.26    1.99282959328328e+33    1.02056339683326e+27    2.02963516083729e+28    2.64527669158608e+26
16.27    1.99582135288943e+33    1.02411060869919e+27    2.03320405122289e+28    2.65647609209937e+26
16.28    1.99886303752592e+33    1.02760906231738e+27    2.03693085269399e+28    2.66764410668067e+26
16.29    2.00187568601764e+33    1.03107530150545e+27    2.04045469595785e+28    2.67878705748689e+26
16.30    2.00491949421980e+33    1.03452380054845e+27    2.04413013080912e+28    2.68998605805318e+26
16.31    2.00798290335153e+33    1.03791048129225e+27    2.04770876239663e+28    2.70110543139968e+26
16.32    2.01103689047538e+33    1.04126224812583e+27    2.05136844797490e+28    2.71219612503333e+26
16.33    2.01409611515170e+33    1.04454271832619e+27    2.05503933287168e+28    2.72316249063412e+26
16.34    2.01716753103839e+33    1.04771618789287e+27    2.05865242100143e+28    2.73390896508112e+26
16.35    2.02028060697784e+33    1.05090144426080e+27    2.06238894358186e+28    2.74476709505859e+26
16.36    2.02343145008927e+33    1.05397934511378e+27    2.06621545190687e+28    2.75540368156470e+26
16.37    2.02664550009602e+33    1.05699453834939e+27    2.07002242322502e+28    2.76595701744420e+26
16.38    2.02988553893657e+33    1.05993579388486e+27    2.07399007872660e+28    2.77637915982751e+26
16.39    2.03318266931308e+33    1.06280954715625e+27    2.07800704303423e+28    2.78671026381716e+26
16.40    2.03650791577310e+33    1.06556666470245e+27    2.08203331154666e+28    2.79680265584070e+26
16.41    2.03986275600341e+33    1.06828563783111e+27    2.08617271381286e+28    2.80688983451382e+26
16.42    2.04326683374471e+33    1.07093302238984e+27    2.09038318059652e+28    2.81691089335657e+26
16.43    2.04664671857706e+33    1.07352585947653e+27    2.09458575189284e+28    2.82687127097661e+26
16.44    2.04998977975773e+33    1.07602075930114e+27    2.09884805530849e+28    2.83666257395135e+26
16.45    2.05330886340452e+33    1.07849732678164e+27    2.10304999672071e+28    2.84652303967436e+26
16.46    2.05656006249793e+33    1.08094447354161e+27    2.10722546377133e+28    2.85640485634239e+26
16.47    2.05973356295976e+33    1.08331870693599e+27    2.11136683660940e+28    2.86619942009098e+26
16.48    2.06281821175489e+33    1.08569426294461e+27    2.11539405083915e+28    2.87610670886269e+26
16.49    2.06576247122398e+33    1.08802139704092e+27    2.11934091510008e+28    2.88597599526930e+26
16.50    2.06855001669943e+33    1.09028865211261e+27    2.12324174709846e+28    2.89575716600813e+26
16.51    2.07119196029101e+33    1.09254066037178e+27    2.12697676843873e+28    2.90559490995504e+26
16.52    2.07366724854678e+33    1.09476731678134e+27    2.13050456786919e+28    2.91544139331236e+26
16.53    2.07593126658528e+33    1.09688260383154e+27    2.13401889456140e+28    2.92504289905885e+26
16.54    2.07800047174910e+33    1.09892476901392e+27    2.13720974168537e+28    2.93450067529802e+26
16.55    2.07986426007981e+33    1.10089316551928e+27    2.14038521854198e+28    2.94381249383042e+26
16.56    2.08147057428841e+33    1.10277084616080e+27    2.14331458342201e+28    2.95288370217343e+26
16.57    2.08286374783518e+33    1.10456947234281e+27    2.14619641341836e+28    2.96176355439784e+26
16.58    2.08398534151720e+33    1.10619428402379e+27    2.14880055228497e+28    2.97014598872930e+26
16.59    2.08491010106551e+33    1.10778531799099e+27    2.15128847040042e+28    2.97844685519956e+26
16.60    2.08554890207840e+33    1.10923900968546e+27    2.15346862362196e+28    2.98631165362587e+26
16.61    2.08594171535138e+33    1.11060797503457e+27    2.15546453350841e+28    2.99389784983975e+26
16.62    2.08610238577686e+33    1.11181832539039e+27    2.15720589460704e+28    3.00099683250636e+26
16.63    2.08598980685773e+33    1.11297353914667e+27    2.15877620197646e+28    3.00783413962730e+26
16.64    2.08565770157490e+33    1.11405857155601e+27    2.15994685082274e+28    3.01440694137031e+26
16.65    2.08504489067703e+33    1.11497041770536e+27    2.16084384589483e+28    3.02035673414243e+26
16.66    2.08422710891946e+33    1.11581231730189e+27    2.16155414105134e+28    3.02600187793333e+26
16.67    2.08316407220301e+33    1.11653493909346e+27    2.16177403878560e+28    3.03114705329988e+26
16.68    2.08188646649893e+33    1.11714661158271e+27    2.16167574823286e+28    3.03580191432855e+26
16.69    2.08042642031467e+33    1.11761863157327e+27    2.16136238741442e+28    3.03987904909030e+26
16.70    2.07879837283132e+33    1.11795783663444e+27    2.16058054601567e+28    3.04335052313912e+26
16.71    2.07706937047247e+33    1.11814283775552e+27    2.15944517067578e+28    3.04613981518134e+26
16.72    2.07527148788905e+33    1.11823378682140e+27    2.15815382019221e+28    3.04839129996295e+26
16.73    2.07348998827801e+33    1.11821476092880e+27    2.15659544765295e+28    3.05004450603064e+26
16.74    2.07178750784166e+33    1.11811372028568e+27    2.15484236934420e+28    3.05117929801876e+26
16.75    2.07025094767019e+33    1.11804340864464e+27    2.15313901153365e+28    3.05210939981020e+26
16.76    2.06897370605833e+33    1.11803356567887e+27    2.15141430756083e+28    3.05293992883252e+26
16.77    2.06801118030293e+33    1.11802764831746e+27    2.14983376535403e+28    3.05355445722604e+26
16.78    2.06743390514085e+33    1.11821317661465e+27    2.14849788289711e+28    3.05451860364484e+26
16.79    2.06727914538025e+33    1.11852209079692e+27    2.14755840474111e+28    3.05570608977938e+26
16.80    2.06757536913213e+33    1.11904313740859e+27    2.14699845089629e+28    3.05742499223531e+26
16.81    2.06830618100647e+33    1.11981347394965e+27    2.14685848109384e+28    3.05984972446174e+26
16.82    2.06947319115821e+33    1.12082474081990e+27    2.14723693394769e+28    3.06301568249485e+26
16.83    2.07101616626865e+33    1.12205862437066e+27    2.14812895816322e+28    3.06693310353220e+26
16.84    2.07287752714114e+33    1.12353136238491e+27    2.14942185268108e+28    3.07168976933939e+26
16.85    2.07498182716874e+33    1.12517415636186e+27    2.15106835657414e+28    3.07713162146634e+26
16.86    2.07727109536490e+33    1.12700008749307e+27    2.15309111317678e+28    3.08331035504078e+26
16.87    2.07965350942755e+33    1.12889653650774e+27    2.15541999378015e+28    3.08992663377662e+26
16.88    2.08205665399931e+33    1.13091862996919e+27    2.15781482939106e+28    3.09711683664174e+26
16.89    2.08443559926139e+33    1.13296078254527e+27    2.16028558609242e+28    3.10457268425119e+26
16.90    2.08672618543338e+33    1.13504505257686e+27    2.16276998851178e+28    3.11233297515722e+26
16.91    2.08888661963920e+33    1.13711654806788e+27    2.16529168742120e+28    3.12021079361923e+26
16.92    2.09090538733385e+33    1.13916480407093e+27    2.16771706291321e+28    3.12813974060337e+26
16.93    2.09274055763062e+33    1.14118326531199e+27    2.16992511317865e+28    3.13606970065546e+26
16.94    2.09440461170013e+33    1.14313308492643e+27    2.17189667239479e+28    3.14385692735312e+26
16.95    2.09590283453568e+33    1.14497348203184e+27    2.17386246062607e+28    3.15135725528241e+26
16.96    2.09724270089182e+33    1.14679430438955e+27    2.17557021521481e+28    3.15879019025478e+26
16.97    2.09843772062771e+33    1.14851892800417e+27    2.17710619371499e+28    3.16592358072309e+26
16.98    2.09951654304579e+33    1.15015863949571e+27    2.17848551561645e+28    3.17276895223871e+26
16.99    2.10051945036622e+33    1.15180577684759e+27    2.17972346655552e+28    3.17957314671398e+26
17.00    2.10145596436773e+33    1.15330379015472e+27    2.18084339812133e+28    3.18589555502778e+26
17.01    2.10234574920650e+33    1.15474397192336e+27    2.18195116657749e+28    3.19199278636962e+26
17.02    2.10321746821451e+33    1.15608978099320e+27    2.18297439590063e+28    3.19775906232004e+26
17.03    2.10407634813388e+33    1.15739002815684e+27    2.18402345044048e+28    3.20334272207068e+26
17.04    2.10494553669855e+33    1.15864764245662e+27    2.18493905528504e+28    3.20875488660069e+26
17.05    2.10582600657323e+33    1.15990551967705e+27    2.18581154434307e+28    3.21412075271702e+26
17.06    2.10670046824440e+33    1.16111937892893e+27    2.18681093512336e+28    3.21932311821129e+26
17.07    2.10758854815830e+33    1.16224725735272e+27    2.18768634591504e+28    3.22424772347981e+26
17.08    2.10845495850176e+33    1.16341379558610e+27    2.18859787750102e+28    3.22923610234037e+26
17.09    2.10931984121103e+33    1.16453260079385e+27    2.18945626917837e+28    3.23404549502936e+26
17.10    2.11016669033307e+33    1.16568733083649e+27    2.19033894299173e+28    3.23890241425097e+26
17.11    2.11100180661043e+33    1.16675264079581e+27    2.19098866533633e+28    3.24344619077259e+26
17.12    2.11183224273661e+33    1.16786147927922e+27    2.19175214026422e+28    3.24803646599288e+26
17.13    2.11266544648777e+33    1.16893348566146e+27    2.19237775477677e+28    3.25243832179102e+26
17.14    2.11353683833776e+33    1.17002048198071e+27    2.19305343599992e+28    3.25678807991253e+26
17.15    2.11445669298638e+33    1.17117651661083e+27    2.19380363976632e+28    3.26123388572078e+26
17.16    2.11547874874337e+33    1.17232702835666e+27    2.19439741739186e+28    3.26556854270151e+26
17.17    2.11661257632126e+33    1.17357236811894e+27    2.19513018542998e+28    3.27007739451912e+26
17.18    2.11790084195708e+33    1.17479425053717e+27    2.19604089621516e+28    3.27444725272236e+26
17.19    2.11937599589089e+33    1.17617923005479e+27    2.19708577798129e+28    3.27921727405330e+26
17.20    2.12106892507498e+33    1.17764596222367e+27    2.19820650834064e+28    3.28418585951524e+26
17.21    2.12298201417656e+33    1.17920051905229e+27    2.19961224957351e+28    3.28940238722842e+26
17.22    2.12514012911096e+33    1.18089054601120e+27    2.20115785412883e+28    3.29503145394952e+26
17.23    2.12752037479342e+33    1.18270933477975e+27    2.20293558735224e+28    3.30108831069681e+26
17.24    2.13012139655558e+33    1.18460753394463e+27    2.20504064831840e+28    3.30746783048246e+26
17.25    2.13292533685981e+33    1.18662063759049e+27    2.20738085920217e+28    3.31429376451507e+26
17.26    2.13587101886921e+33    1.18873200783039e+27    2.20993121041685e+28    3.32154324928919e+26
17.27    2.13894772722109e+33    1.19092793465968e+27    2.21266860621022e+28    3.32919399130528e+26
17.28    2.14211504006636e+33    1.19319261957590e+27    2.21556162517199e+28    3.33721251882563e+26
17.29    2.14530238841221e+33    1.19546399263874e+27    2.21856828490921e+28    3.34542587155308e+26
17.30    2.14848737424337e+33    1.19772705795851e+27    2.22164823959706e+28    3.35378454808147e+26
17.31    2.15163316534880e+33    1.20005610391756e+27    2.22476080939078e+28    3.36248905964064e+26
17.32    2.15469233357438e+33    1.20230541384457e+27    2.22795447141388e+28    3.37111081060330e+26
17.33    2.15763957429575e+33    1.20455355177800e+27    2.23101264594328e+28    3.37985195273812e+26
17.34    2.16046178146802e+33    1.20670237686936e+27    2.23408129175074e+28    3.38841526606580e+26
17.35    2.16312124991345e+33    1.20883617937308e+27    2.23704081640362e+28    3.39701145809986e+26
17.36    2.16561275887603e+33    1.21086479593201e+27    2.23978712739543e+28    3.40536602427907e+26
17.37    2.16793482617088e+33    1.21287187377570e+27    2.24237592237615e+28    3.41368456115201e+26
17.38    2.17008356291817e+33    1.21477300426248e+27    2.24489918019116e+28    3.42170803099889e+26
17.39    2.17207316959006e+33    1.21661350714904e+27    2.24706986827983e+28    3.42954165529871e+26
17.40    2.17389155072709e+33    1.21835210070376e+27    2.24925079813029e+28    3.43704940707513e+26
17.41    2.17556164275505e+33    1.22013112203016e+27    2.25125661931299e+28    3.44460741252334e+26
17.42    2.17711440086874e+33    1.22177652473576e+27    2.25291590094088e+28    3.45171188548397e+26
17.43    2.17855203033022e+33    1.22338664163783e+27    2.25460058981175e+28    3.45862113745640e+26
17.44    2.17990062797846e+33    1.22497080590438e+27    2.25604836416752e+28    3.46534802839229e+26
17.45    2.18120082469180e+33    1.22649530304621e+27    2.25728479128096e+28    3.47179259674335e+26
17.46    2.18248998413800e+33    1.22801714441651e+27    2.25860886389460e+28    3.47810900844882e+26
17.47    2.18377976614383e+33    1.22950164219955e+27    2.25976807143274e+28    3.48419580308422e+26
17.48    2.18510397632705e+33    1.23095959040086e+27    2.26097205822760e+28    3.49008099976447e+26
17.49    2.18651363389671e+33    1.23245108005716e+27    2.26226086502311e+28    3.49594615548607e+26
17.50    2.18804368934830e+33    1.23384859210976e+27    2.26348204226035e+28    3.50143933247620e+26
17.51    2.18971241872604e+33    1.23529948824095e+27    2.26475176150892e+28    3.50698430802186e+26
17.52    2.19154617969552e+33    1.23667626623935e+27    2.26620660816115e+28    3.51224168839512e+26
17.53    2.19357645899575e+33    1.23817243140807e+27    2.26778049163359e+28    3.51777730537736e+26
17.54    2.19582510591971e+33    1.23965575621732e+27    2.26969533596900e+28    3.52324025746254e+26
17.55    2.19831424442912e+33    1.24117862629248e+27    2.27170049300059e+28    3.52880681806510e+26
17.56    2.20105119472825e+33    1.24274185438932e+27    2.27381094329341e+28    3.53450037999281e+26
17.57    2.20401961142318e+33    1.24439480081823e+27    2.27633651578121e+28    3.54049406808827e+26
17.58    2.20725738780385e+33    1.24608846932896e+27    2.27910316650932e+28    3.54667855441411e+26
17.59    2.21071401068216e+33    1.24791095311038e+27    2.28211075914895e+28    3.55332754206029e+26
17.60    2.21440809584018e+33    1.24976231062869e+27    2.28527064629448e+28    3.56018768964551e+26
17.61    2.21829076529443e+33    1.25172703096745e+27    2.28876226096371e+28    3.56751969875889e+26
17.62    2.22235829975818e+33    1.25374705910876e+27    2.29257454900478e+28    3.57517920958518e+26
17.63    2.22656295600220e+33    1.25580958374860e+27    2.29659162915013e+28    3.58314461549298e+26
17.64    2.23087439217713e+33    1.25794979685453e+27    2.30079050707314e+28    3.59152673099377e+26
17.65    2.23527254014699e+33    1.26010491105981e+27    2.30513603399074e+28    3.60014645767563e+26
17.66    2.23970734141552e+33    1.26231071012261e+27    2.30969717626029e+28    3.60910670157001e+26
17.67    2.24415015552304e+33    1.26450753136431e+27    2.31415171220882e+28    3.61823215467391e+26
17.68    2.24857877944280e+33    1.26668521935399e+27    2.31895892764349e+28    3.62748634927608e+26
17.69    2.25297477428693e+33    1.26888236801367e+27    2.32359973729460e+28    3.63696720786450e+26
17.70    2.25730063371963e+33    1.27109219857885e+27    2.32844212117438e+28    3.64664346916509e+26
17.71    2.26155421458524e+33    1.27321176168473e+27    2.33306995937572e+28    3.65620565539108e+26
17.72    2.26571682350195e+33    1.27533191653116e+27    2.33785151208290e+28    3.66589600849678e+26
17.73    2.26976818877412e+33    1.27740233272169e+27    2.34257856552932e+28    3.67555882181470e+26
17.74    2.27371000838779e+33    1.27941921710646e+27    2.34703129317928e+28    3.68516501300052e+26
17.75    2.27752547022181e+33    1.28143195376761e+27    2.35170292706559e+28    3.69484714102876e+26
17.76    2.28122451415246e+33    1.28338958014847e+27    2.35607608268558e+28    3.70443739001311e+26
17.77    2.28480383699241e+33    1.28529322612485e+27    2.36044667726968e+28    3.71392746821087e+26
17.78    2.28825724218010e+33    1.28714575468167e+27    2.36471543468477e+28    3.72331635818968e+26
17.79    2.29160009502672e+33    1.28899789160486e+27    2.36887470216658e+28    3.73273435404420e+26
17.80    2.29483556058009e+33    1.29080444513602e+27    2.37303188580513e+28    3.74204435972023e+26
17.81    2.29795390298496e+33    1.29256868846257e+27    2.37698524587211e+28    3.75124575560342e+26
17.82    2.30099715841174e+33    1.29429555586580e+27    2.38084598832821e+28    3.76035011115233e+26
17.83    2.30393823022797e+33    1.29603844859090e+27    2.38472130414346e+28    3.76950729636356e+26
17.84    2.30681614015204e+33    1.29775249096624e+27    2.38841917904452e+28    3.77858936686952e+26
17.85    2.30963603608808e+33    1.29939041397829e+27    2.39215208634843e+28    3.78745879717262e+26
17.86    2.31239153025754e+33    1.30105483284862e+27    2.39572015479556e+28    3.79641567965281e+26
17.87    2.31509011200587e+33    1.30269759791050e+27    2.39944246728728e+28    3.80532652694954e+26
17.88    2.31773419033484e+33    1.30431938468713e+27    2.40301250702986e+28    3.81419694723254e+26
17.89    2.32033667321501e+33    1.30597134226738e+27    2.40654055412637e+28    3.82318548038394e+26
17.90    2.32288327286445e+33    1.30755057493124e+27    2.41002380731508e+28    3.83199338828832e+26
17.91    2.32536779462565e+33    1.30910492973327e+27    2.41356319183974e+28    3.84076398404503e+26
17.92    2.32779571295869e+33    1.31063191021762e+27    2.41694546824712e+28    3.84949315371991e+26
17.93    2.33014784241661e+33    1.31212786341808e+27    2.42026668148837e+28    3.85816994520791e+26
17.94    2.33241631554712e+33    1.31364128958953e+27    2.42362869450244e+28    3.86694032307678e+26
17.95    2.33460310880382e+33    1.31506583207344e+27    2.42680759088846e+28    3.87548697969043e+26
17.96    2.33668567422680e+33    1.31650056012331e+27    2.43000722788169e+28    3.88410045816533e+26
17.97    2.33865372090663e+33    1.31783866889645e+27    2.43321228585107e+28    3.89245621618442e+26
17.98    2.34051211499035e+33    1.31917965682604e+27    2.43619898926487e+28    3.90084124980952e+26
17.99    2.34225271757356e+33    1.32041958359618e+27    2.43917534744492e+28    3.90894416840115e+26
18.00    2.34384736251182e+33    1.32160668140625e+27    2.44191321117287e+28    3.91689542078101e+26
18.01    2.34532440419063e+33    1.32273866677516e+27    2.44461372295242e+28    3.92467495925069e+26
18.02    2.34664788875072e+33    1.32381687491924e+27    2.44717130960911e+28    3.93228370923158e+26
18.03    2.34782763511415e+33    1.32488962706522e+27    2.44956462144038e+28    3.93984320434702e+26
18.04    2.34888044393324e+33    1.32585690704952e+27    2.45180138807059e+28    3.94705515930966e+26
18.05    2.34979621347430e+33    1.32671817488441e+27    2.45397962941517e+28    3.95390104273064e+26
18.06    2.35056083780211e+33    1.32752786452784e+27    2.45577402147579e+28    3.96053245866969e+26
18.07    2.35121046668338e+33    1.32833955450848e+27    2.45772332006379e+28    3.96709549259004e+26
18.08    2.35172973914488e+33    1.32905370155385e+27    2.45928979514456e+28    3.97328532291237e+26
18.09    2.35212823853007e+33    1.32967381162662e+27    2.46080201628604e+28    3.97910021209315e+26
18.10    2.35243175198243e+33    1.33031007147650e+27    2.46216242675925e+28    3.98486545298639e+26
18.11    2.35265179573766e+33    1.33091543788349e+27    2.46348780322764e+28    3.99043212680740e+26
18.12    2.35280497075807e+33    1.33144433302003e+27    2.46457486645885e+28    3.99566333624895e+26
18.13    2.35288280058634e+33    1.33195516593318e+27    2.46554830485599e+28    4.00073500402150e+26
18.14    2.35293428830931e+33    1.33245199452452e+27    2.46641701423193e+28    4.00565805865777e+26
18.15    2.35294680258571e+33    1.33288691190553e+27    2.46730761570428e+28    4.01029697815753e+26
18.16    2.35293726197763e+33    1.33331467367583e+27    2.46800906798429e+28    4.01482294011494e+26
18.17    2.35290186587824e+33    1.33378964631195e+27    2.46875443132386e+28    4.01941275090931e+26
18.18    2.35285021691199e+33    1.33420422136504e+27    2.46932190975505e+28    4.02375050221660e+26
18.19    2.35275310626139e+33    1.33460612509661e+27    2.46992595776907e+28    4.02798632775790e+26
18.20    2.35261354219927e+33    1.33498931589542e+27    2.47044358835002e+28    4.03210475749028e+26
18.21    2.35240503027739e+33    1.33539708993956e+27    2.47084773958520e+28    4.03622831838821e+26
18.22    2.35210037835915e+33    1.33566441314689e+27    2.47111909699779e+28    4.03985067101470e+26
